Name,Address,Phone,Email,State
Pepsu International Public School,"147001,147003","0175,2650006",pepsuschool@gmail.com,PUNJAB 
PINE GROVE PUBLIC SCHOOL,"BASSI PATHANAN DISTT FATEHGARH PUNJAB,140412","0,9023026710",BELLANOEN@GMAIL.COM,PUNJAB 
PIONEER CONVENT SCHOOL,"VILLAGE GAJJAN MAJRA, P.O. BHURTHALA, TEHSIL MALERKOTLA,148023","1675,281540",pioneerconvent@yahoo.com,PUNJAB 
PIONEER INTERNATIONAL PUBLIC SCHOOL,"Mithra Road,VPO. Rurka Kalan, Tehsil Phillaur, Distt.Jalandhar,144409","91,9781127315",balwinder_bns@yahoo.co.in,PUNJAB 
PIONEER SCHOOL,"FATEHGARH CHURIAN ROAD AMRITSAR PUNJAB,143001","0183,7355560810",abprinciple@yahoo.co.in,PUNJAB 
PLANET E SCHOOL,"village saludi, Khanna samrala road, tehsil samrala, Distt/ Ludhiana, Punjab-141401,141401","1628,224655",planeteschool@rediffmail.com,PUNJAB 
Podar International School,"Village-Pasiana,Sangrur Road,Patiala,147001","8725,000651",principal.patiala@podar.org,PUNJAB 
POLICE DAV PUBLIC SCHOOL,"JALANDHAR CANTT PUNJAB,144006","0181,2241246",rashmi_vij@rediffmail.com,PUNJAB 
POLICE DAV PUBLIC SCHOOL,"Dadhera, VPo-Kalyan, Nabha Road, Patiala, Punjab,147001","0175,2366912",principalpdav@yahoo.com,PUNJAB 
"Police DAV Public School,","Police Line, Civil Lines,141001","0161,4665237",anuverma.dav@rediffmail.com,PUNJAB 
police public school,"police lines, mansa, punjab,151505","1652,2214900",PPSMANSA@GMAIL.COM,PUNJAB 
POLICE PUBLIC SCHOOL,"POLICE LINES AMRITSAR PUNJAB,143001","0183,5070362,7837492765",HANDASHABNAM@GMAIL.COM,PUNJAB 
"POLICE PUBLIC SCHOOL, BATHINDA","POLICE LINE BHATINDA PUNJAB,151001","01652,212071",sinewave@ch1.dot.net.in,PUNJAB 
PRATAP PUBLIC SCHOOL,"HUMBRAN ROAD LUDHIANA PUNJAB,141008","0161,2304626",JAGPAL.GURSHMINDER@GMAIL.COM,PUNJAB 
Premier Public School,"Patiala-Samana Road, Near Toll Tax, Chupki, Samana,147101","0175,2309602",bewithpathania@gmail.com,PUNJAB 
PRESENTATION PUBLIC SCHOOL,"VPO JUGIAR PATHANKOT DIST GURDASPUR PUNJAB,151501","1870,264500",ppsjugial@yahoo.com,PUNJAB 
PRITA LEE LESSON SCHOOL,"CIRCULAR ROAD,144601","1822,233494",renu.pritaschool1967@gmail.com,PUNJAB 
PUNJAB CONVENT SCHOOL,"CHANNOWALA ROAD BAGHA PURAM DISTT MOGA PUNJAB,142038","1636,242973",neel.vib@gmail.com,PUNJAB 
PUNJAB CONVENT SCHOOL,"VPO MEHLLAN, TEHSIL SUNAM, Distt Sangrur, Punjab,148023","1676,237023",PCSMEHLAN@GMAIL.COM,PUNJAB 
punjab convent school,"jhunir, mansa road,,151506","1659,260756",japnithkaur@gmail.com,PUNJAB 
PUNJAB INTERNATIONAL SCHOOL,"PIPAL MAJRA (CHAMKAUR SAHIB) DISTT ROPAR PUNJAB,140112","1881,261400",harpreetpips2014@gmail.com,PUNJAB 
Punjab Public School,"Vill : Nathe Shah Wala,P.O. Khai Pheme Ki, Distt Ferozepur, Punjab,152003","1632,259028",kuldip.fzr@gmail.com,PUNJAB 
PUNJAB PUBLIC SCHOOL,"VPO- LAKHEWALI, DISTT. MUKTSAR,152026","1633,274647",swarn.bfgi@gmail.com,PUNJAB 
Punjab Public School,"Manna Pindi,Dhanaula Road, ,148105","1679,264677",principalpips@gmail.com,PUNJAB 
PUNJAB PUBLIC SCHOOL,"VILLAGE KHAI, LEHRAGAGA SANGRUR,148031","011,9501790011",ppskhai@yahoo.com,PUNJAB 
PUNJAB PUBLIC SCHOOL,"VILL MANSURPURTEHSIL MUKERIAN DISTT HOSHIARPUR,144211","1883,276021",vinay_000@yahoo.com,PUNJAB 
PUNJAB PUBLIC SEN. SEC. SCHOOL,"Village Rupalon,Tehsil Samrala,Distt. Ludhiana,141421","1628,245900",ppsrupalon@yahoo.com,PUNJAB 
R K G DAV SENIOR SECONDARY PUBLIC SCHOOL,"FARIDKAT ROAD GURU HAR SAHAI FEROZEPUR PUNJAB,152022","1685,230241",rajanchhabra89@yahoo.co.in,PUNJAB 
R K S PUBLIC SCHOOL,"MAIN BAZAR SHIVALA SADAN MOGA PUNJAB,142001","1636,220824",rajnisethiarora@gmail.com,PUNJAB 
R M M DAV PUBLIC SCHOOL,"RAMAN, BHATINDA, PUNJAB,151301","1655,240352",rmmdavraman@gmail.com,PUNJAB 
R S PUBLIC SCHOOL,"VILLAGE ARYANWAL ADAMPUR DISTT JALANDHAR PUNJAB,","0181,2751176",principal@rspublicschool.org,PUNJAB 
R.K.S INTERNATIONAL PUBLIC SCHOOL,"V.P.O JANER, MOGA, DHARAMKOT,,142043","91,7508503000",sasi240581@gmail.com,PUNJAB 
R.P International Senior Secondary School,"Barnala BajaKhana Road, VPO. Sehna,148103","1679,269042",sumanbala833@gmail.com,PUNJAB 
RADCLIFFE SCHOOL,"287-288, Bathinda-Badal Main Road, Near Naruana Village, Bathinda.,151001","91,9988796088",narendra.gilhotra@radcliffe.in,PUNJAB 
Radcliffe School Patiala,"Radcliffe School,Rawas Brahmna,Dakala Road Near Over Bridge,147001","0,01756450009",patialaschool@radcliffe.in,PUNJAB 
RADHA VATIKA SENIOR SECONDARY SCHOOL,"AMLOH ROAD KHANNA PUNJAB,141401","1628,70987027401",anupamasharma946@gmail.com,PUNJAB 
"Radiant Public School, Mahuana Bodla","VPO Mahuana Bodla,152124","1638,244111",SDAHUJA789987@GMAIL.COM,PUNJAB 
RAEKOT PUBLIC SCHOOL,"NEAR KUTBA GATE RAEKOT DISTT LUDHIANA PUNJAB,141109","1624,264705",rps.rajdeepkaur@gmail.com,PUNJAB 
RAINBOW PUBLIC SCHOOL,"VPO HUSSAINPURA TEHSIL MALERKOTLA,148023","1675,270861",rpsramanmander@gmail.com,PUNJAB 
RAJ MEMORIAL SCHOOL,"NEAR OLD GRAIN MARKET,SARAI ROAD,AJNALA,AMRITSAR-143102,143102","1858,221457",principal.rajmemorialschool@gmail.com,PUNJAB 
RAJINDERA PUBLIC SENIOR SECONDARY SCHOOL,"1100 KOT KAPURA ROAD,142001","1636,223679",RAJINDERASCHOOL@GMAIL.COM,PUNJAB 
RAMJIDAS BHAGWANDAS DAV SENIOR SECONDARY PUBLIC SCHOOL,"DAYANAND NAGAR BHATINDA PUNJAB,151001","0164,2210601",davschoolbti@gmail.com,PUNJAB 
RANA SWARAJ UNIVERSAL Public SCHOOL,"LEHAL, DHARIWAL;DISTT GURDASPUR,143519","1874,275148",rsislehal@yahoo.com,PUNJAB 
RANKERS INTERNATIONAL PUBLIC SCHOOL,"VPO - KOT DHANDAL,SUB. TEHSIL - KAHNUWAN,,143517","0187,8196800088",principal.rips.kotdhandal@gmail.com,PUNJAB 
RATTAN DAI KHOSLA DAV MODEL  SENIOR SECONDARY SCHOOL,"RAM TIRATH ROAD BATALA, DISTT GURDASPUR, PUNJAB,143505","1871,249423",BHALLABINDU8@GMAIL.COM,PUNJAB 
RAYAT INTERNATIONAL SCHOOL,"V & PO RAIL MAJRA TEH BALACHAUR DISTT NAWANSHAHAR PUNJAB,144533","1881,270791",subharathore@yahoo.com,PUNJAB 
Rhema International School,"Beersheba Complex, Mission Road Pathankot,145001","0186,2220005",bennyoommen1@gmail.com,PUNJAB 
RISHI MODEL SCHOOL,"RISHI MODEL SCHOOL,PANJGRAIN KALAN DHILWAN KALAN LINK ROAD PANJGRAIN KALAN,151207","1635,01635262837,",rishischoolpgk@gmail.com,PUNJAB 
RMBDAV  CENTENARY PUBLIC SCHOOL,"MUSAPUR ROAD,NAWANSHAHR,144514","1823,221195",dav_nsr@yahoo.com,PUNJAB 
Roop Vatika,"Nr. Shani Mandir,Gaushala Road,Jagraon, Ludhiana,,142026","1624,220571",VATIKAROOP@YAHOO.COM,PUNJAB 
ROSE MARY CONVENT SCHOOL,"BATHINDA MALOUT ROAD BALLUANA BATHINDA PUNJAB,151001","0164,2244400",s.kalra2012@gmail.com,PUNJAB 
"Rose Mary Convent School Ring-Road, Bathinda","Rose Mary Convent School Malout-Badal, Ring-Road, Bathinda,151001",",01642240769",rosemary.bathinda@yahoo.com,PUNJAB 
ROSEMARY PUBLIC SCHOOL,"PATIALA ROAD, VILL BISHANPURA PO SUNAM-148028,148028","1676,227776",rpssunam@gmail.com,PUNJAB 
ROYAL CONVENT SCHOOL,"Vill. Dhurkot,Teh. Nihal Singh Wala,142055","1636,255525",principal.royal11@gmail.com,PUNJAB 
rsd raj rattan public school,"outside makhu gate ferozpur city punjab,152002","1632,229626",parveenlata2014@gmail.com,PUNJAB 
RYAN INTERNATIONAL SCHOOL,"SECTOR-66SAS NAGAR, MOHALIPUNJAB,160062","0172,2240207",sarna.gurpreet@yahoo.com,PUNJAB 
RYAN INTERNATIONAL SCHOOL,"URBAN ESTATE, PHASE-II, DUGRI,141002","161,2520448",shilpigurtu@gmail.com,PUNJAB 
RYAN INTERNATIONAL SCHOOL,"URBAN ESTATE, PHASE -II,147002","0175,2281333",ris.patiala@ryangroup.org,PUNJAB 
RYAN INTERNATIONAL SCHOOL,"URBAN ESTATE PHASE II CHANDIGARH ROAD LUDHIANA PUNJAB,141010","0161,2678741",ris.ludhiana@ryangroup.org,PUNJAB 
Ryan International School,"G.T. Road By-pass, Near Amritsar Gate, Amritsar,143001","0183,65774556570387",rajni_7688@yahoo.com,PUNJAB 
S D K L DAV CENTENARY PUBLIC SCHOOL,"DISTT MANSA PUNJAB,151505","1652,222364",davmansa@yahoo.co.in,PUNJAB 
S D MODEL SENIOR SECONDARY SCHOOL,"SULTANPUR LODHI DISTT. KAPURTHALA PUNJAB,144626","1828,500989",SANJAY22311@GMAIL.COM,PUNJAB 
S D PUBLIC SCHOOL,"RAJPURA TOWN DISTT PATIALA PUNJAB,140401","1762,526757",Kamal_rjp@yahoo.com,PUNJAB 
S G N International School,"St-7, Shaheed Ajit Singh Colony, Giaspura Rd, Ludhiana,141014","0161,6513288",sgnischool@rediffmail.com,PUNJAB 
S HARDAM SINGH PUBLIC SCHOOL,"JINDALPUR BHADSON DISTT PATIALA PUNJAB,147002","01765,261367",szakhmi@yahoo.co.in,PUNJAB 
S S Bajwa Memorial Public School,"qadian dt.gurdaspur punjab,143516","1872,223903",niryal_38@yahoo.co.in,PUNJAB 
S S D KRISHNA VATIKA SCHOOL,"BATHINDA GONIANA ROAD BHOKHRA BATHINDA PUNJAB,151001","0164,2760157",ritanavalsharma54@gmail.com,PUNJAB 
S V J C D A V PUBLIC,"DASUYA HOSHIARPUR PUNJAB,144205","1883,285246",svjcdavpublicschool@gmail.com,PUNJAB 
S. CHETAN SINGH SARVHITKARI SR. SEC. VIDYA MANDIR,"JAWAHARKE ROAD MANSA,151505","1652,234607",svm_chetan@yahoo.co.in,PUNJAB 
S. HARBANS SINGH INTERNATIONAL PUBLIC SCHOOL,"TARNTARAN AMRITSAR PUNJAB,144222","1859,247455",sharbans42@gmail.com,PUNJAB 
S.D. CITY PUBLIC SCHOOL,"CHINTPURNI ROAD,ADAMWAL, HOSHIARPUR PB.,146001","1882,258060",shashi_kant1974@yahoo.com,PUNJAB 
S.D. Model School,"New Sant Nagar, Village Jassran,147301","1765,254320",principal.sdms@gmail.com,PUNJAB 
S.G.N.D. CONVENT SCHOOL ANDLU,"VILLAGE ANDLU , VIA PAKHOWAL,141108","1624,01624-262113",sgndconventschoolandluldh@yahoo.com,PUNJAB 
S.G.R.D. International School,"Vill.Mehre,P/o Bhattian  ,Teh-Gurdaspur,Dist-Gurdaspur,State-Punjab,Pin-143517,143517","1872,221333",gururamdasschool@yahoo.com,PUNJAB 
S.K Public School,"Behind Power House, TALWANDI BHAI, ZIRA, FEROZEPUR, PUNJAB- 142050,142050","1632,211322",kiranpreetsodhi@gmail.com,PUNJAB 
S.M. International Convent School,"Station Road, V.P.O.-Ferozeshah , Distt- Ferozepur, Punjab , India ,,142052","1632,645292",navjotbrar2010@yahoo.com,PUNJAB 
"s.sobha singh public school,raikot","near mehak palace ludhiana road raikot,141109","1624,267267",ajmersingh.gill@yahoo.com,PUNJAB 
S.SUKHJINDER SINGH MEMORIAL PUBLIC SCHOOL,"VILLAGE & POST OFFICE - HAYAT NAGAR , DISTRICT - GURDASPUR,143521","1874,243166",sssmemorialpublicschoolgsp@gmail.com,PUNJAB 
SABAD PRAGAAS ACADEMY,"VILLAGE - SHEHZADA, P.O- DHARAMKOT RANDHAWA,143604",",01871-282447",sabadpragaasacadmy@gmail.com,PUNJAB 
SACRED HEART CONVENT SCHOOL,"ALIGARH P O G T ROAD JAGRAM LUDHIANA DISTRICT PUNJAB,142026","1624,257465",jesamie26@yahoo.co.in,PUNJAB 
SACRED HEART CONVENT SCHOOL,"HANDIAYA ROAD BARNALA PUNJAB,148101","1679,233215",sdania55@gmal.com,PUNJAB 
SACRED HEART CONVENT SCHOOL,"SARABHA NAGAR LUDHIANA PUNJAB,141001","0161,2455877",srreshmi@rediffmail.com,PUNJAB 
SACRED HEART CONVENT SCHOOL,"NAROTTAM NAGAR SAMADHI ROAD KHANNA LUDHIANA PUNJAB,141401","1628,227316",veenusgill27@gmail.com,PUNJAB 
SACRED HEART CONVENT SCHOOL,"RAIKET ROAD, PO 57 BARNALA, DISTT.-SANGRUR, PUNJAB,148101","1679,238400",SACREDHEARTCONVENTSCHOOLBNL@REDIFFMAIL.COM,PUNJAB 
Sacred Heart Convent Senior Secondary School,"VPO-Chak Attar Singh Wala, Bathinda, Punjab-151 401,151401","0164,2421010",gurpreetbajak@gmail.com,PUNJAB 
SACRED HEART HIGH SCHOOL,"JALALPUR KHUMB MANDI GOBINDGARH, DISTT FATEHGARH PUNJAB,147301","1765,242150",neenabhardwaj@gmail.com,PUNJAB 
SACRED HEART HIGH SCHOOL,"BHAI RANDHIR SINGH NAGAR LUDHIANA PUNJAB,141001","0161,2457253",silvijsph95@gmail.com,PUNJAB 
Sacred Heart Public School,"Village Jando ke . P.O Bariwala, Muktsar, Punjab,152025","1639,262118",SHP.PRINCIPAL@GMAIL.COM,PUNJAB 
SACRED HEART PUBLIC SCHOOL,"SUBHANPUR ROAD NEAR AMRITSAR OCTORI KAPURTHALA PUNJAB,144601","0,9878230889",ashu.khurana70@yahoo.com,PUNJAB 
SACRED HEART PUBLIC SCHOOL,"V.P.O. NABIPUR,BUS STAND, SADHUGARH,DISTT. FATEHGARH SAHIB.,140406",",9814975851",sacredheartnabipur@gmail.com,PUNJAB 
SACRED SOUL CONVENT SCHOOL,"DUGRI ROAD, DHANDRA, DISTT. LUDHIANA, PUNJAB-141116,141116","0161,2819500",sacredsoulconvent@gmail.com,PUNJAB 
Sacred Souls' School,"Amritshar Ludhiana National Highway, Distt Mohali, Punjab,140411","0,8437774445",principal.sacredsoulsschool@gmail.com,PUNJAB 
SADA RAM BANSAL MEM. SR. SEC. SCHOOL,"JAITU ROAD,151204",",01635221186",SRBMKKP@GMAIL.COM,PUNJAB 
SADHU SINGH SHERGIL ACADEMY,"MUKANDPUR JALLANDHAR PUNJAB,144507","1823,276239",ss.shergillacademy@gmail.com,PUNJAB 
SAFFRON CITY SCHOOL,"KOTLA BAJWARA PO MANUPURA TEH & DISTT FATEHGARH SAHIB PUNJAB,140406","91,9463602289",saffroncityschool.fgs@gmail.com,PUNJAB 
SAFFRON PUBLIC SCHOOL,"KHOTRAN ROAD, PHAGWARA, DISTT KAPURTHALA PUNJAB,144401","9056,733233",PRINCIPAL@SAFFRONSCHOOL.COM,PUNJAB 
Sahib Shri Guru Gobind Singh Int Public School,"V&PO CHOONGH, Amritsar,143114",",01853-256849",sgspschool@yahoo.com,PUNJAB 
SAHIBZADA AJIT SINGH,"ACADEMY SIMRAN NAGAR MORINDA ROAD RUPNAGAR PUNJAB,140001","1881,222195",sasacademy@sasacademy.com,PUNJAB 
Sahibzada Ajit Singh Public School,"V.P.O-Bazeedpur,152001","1632,279069",bazeedpur@yahoo.com,PUNJAB 
SAHIBZADA AJIT SINGH PUBLIC SCHOOL,"V-LADHEWAL,PO-MAHILPUR,146105","1262,01884245732",SAHIBZADAAJITSINGHJI@YAHOO.IN,PUNJAB 
SAHIBZADA AJITSINGH JI PUBLIC SCHOOL,"SARHALI DISTT JALANDHAR PUNJAB,144633","1826,277470",principal.chahal@gmail.com,PUNJAB 
SAHIBZADA BABA FATEH SINGH PUBLIC SCHOOL GURU KA BAGH,"GURU KA BAGH , TEHSILL :AJNALA , DIST: AMRITSAR,143102","1858,250620",sahibzada.school1@gmail.com,PUNJAB 
Sahibzada Jujhar Singh Public School,"VPO: Kotdharmu Mansa,151505","0165,214785",chahalsatnamsingh1972@gmail.com,PUNJAB 
sahibzada zawar singh fateh singh public school,"vill-kalanaur teh &,distt-gurdaspur-143512,143512","1874,9876434054",gurindermaan@gmail.com,PUNJAB 
Sahibzada Zorawar Singh Ji public School,"Vill. Rajgarh P.O. Machhiwara Sahib,141115","1628,250333",gurdeep.mundi3331@gmail.com,PUNJAB 
Sahibzada Zorawar Singh Public School,"Sahibzada Zorawar Singh Public School,144624","0182,2271901",kanwaljithundal15@gmail.com,PUNJAB 
SAHID GANJ PUBLIC SCHOOL,"MUDKI DISTT FEROZPUR PUNJAB,142060","1632,237045",sgps_mudki@yahoo.com,PUNJAB 
SAI INTERNATIONAL SCHOOL,"SUNAM ROAD, CHANGALIWALA, LEHRAGAGA,148031","1676,272496",sislehra@gmail.com,PUNJAB 
Saini International School,"fatehgarh churian road nangli Amritsar,143001","0183,9463773063",sainischool23@yahoo.com,PUNJAB 
SAINIK SCHOOL,"DISTT KAPURTHALA PUNJAB,144601","0712,33771",sskapurthala@yahoo.com,PUNJAB 
SAINT BIR-SANTOSH PUBLIC SCHOOL,"ANSAL BACHITTAR ENCLAVE,BHAMIAN ROAD,LUDHIANA,141010","0161,6536537",alveenasingh@yahoo.com,PUNJAB 
SAINT FARID CONVENT SCHOOL,"ABOHAR ROAD MUKTSAR PUNJAB,152026","1633,263741",tanejasscs@gmail.com,PUNJAB 
SAINT FATEH SINGH CONVENT SCHOOL,"MAUR MANDI BATHINDA ROAD DISTT BATHINDA PUNJAB,151509","1655,231939",sfcsmaur@gmail.com,PUNJAB 
"Saint Kabir Convent Day-Boarding School, Dasuwal (Valtoha)","Village Dasuwal, P.O. Maneke, Tehsil Patti, Distt. Tarn Taran-143418, Punjab (India),143418","1851,224444",rhythmmandeep@ymail.com,PUNJAB 
SAINT KABIR GURUKUL,"VILLAGE BAGGHE KE,FAZILKA ROAD JALALABAD(WEST) FEROZEPUR,152024","1638,290140",ag6770@gmail.com,PUNJAB 
SAINT SOLDIER CONVENT SCHOOL,"TIBBI SAHIB MUKTSAR DISTT FARIDKOT PUNJAB,152026","1633,260287",sscs_mks@yahoo.com,PUNJAB 
SAINT SOLDIER MODERN SR SEC SCHOOL,"D.B.N. ROAD, GURDASPUR CITY,143521","1874,242265",principal.harjit@gmail.com,PUNJAB 
SAINT SOLDIER PUBLIC SENIOR SECONDARY SCHOOL,"VILL JHOKE NODH SINGH PO TIBBI KHURD,152023","1632,275411",sspsjhokenodhsingh@gmail.com,PUNJAB 
Sampuran Public School,"Vill. Matoi, Malerkotla,148023","1675,09417028711",sps.matoi@gmail.com,PUNJAB 
SANATAN VIDYA MANDIR,"WARD NO. 12, RAILWAY ROAD, AHMADGARH,148021","1675,240789",dr_rahul0089@yahoo.com,PUNJAB 
SANAWAR AN INSTITUTE FOR CHILDREN,"PO BEHMAN DIWANA, MALAUT ROAD BATHINDA PUNJAB,151001","0164,2274729",Simmi6959@gmail.com,PUNJAB 
SANJAY PUBLIC SCHOOL,"SECTOR 70 MOHALI DISTT ROPAR PUNJAB,160070","0172,5091575",,PUNJAB 
SANSKAR VALLEY SCHOOL,"rakri haar datarpur,144222",",01883230262",sanskarvalley2011@gmail.com,PUNJAB 
SANSKIRITI KMV SCHOOL,"KMV CAMPUS VIDHAYALAYA MARG, TANDO ROAD, DISTT JALANDHAR, PUNJAB,144004","0181,2491741",mongarachna@hotmail.com,PUNJAB 
Sant Attar Singh Akal Acadamy,"Vill. Bhojowali, P.O. Bhadalwad Dhuri, Sangrur,148024","1675,235655",pr.rajeshsharma19@gmail.com,PUNJAB 
Sant Attar Singh Akal Academy,"Post Office Mastuana Sahib,148001","1672,289266",sasaams10@gmail.com,PUNJAB 
SANT BABA BHAG SINGH INTERNATIONAL SCHOOL,"V & PO PADHINA JALANDHAR PUNJAB,140901","0181,2711222",principal_sbbsis@rediffmail.com,PUNJAB 
Sant Baba Bhag Singh Memorial Public High School,"Sant Baba Bhag Singh Memorial Public High School,Dera Bhorre Wala,142049","5270,01636249951",princi0869@gmail.com,PUNJAB 
"SANT BABA FATEH SINGH PUBLIC SCHOOL, BALLOH-BADIALA","VPO: BALLOH, TEH: RAMPURA PHUL, DISTT. BATHINDA (PUNJAB) 148109,148109","1651,9257222300",satvinder.sbfsps@gmail.com,PUNJAB 
sant baba harnam singh khalsa model school,"vpo-garhdiwala,tehsil-dasuya,distt-hoshiarpur,pin-144207,144207","1886,262927",darshanakaushal45@gmail.com,PUNJAB 
SANT BABA NIDHAN SINGH JI PUBLIC SCHOOL,"TAHLI SAHIB ROAD , KARTARPUR,144801","0181,9257213172",kanwaljeetsandhu983@gmail.com,PUNJAB 
SANT BABA RANJEET SINGH PUBLIC SENION SECONDARY SCHOOL,"VPO MULLOWAL,148024","1675,217034",sbrs_school@yahoo.in,PUNJAB 
SANT BABA SUNDER  SINGH JI,"CANADIAN AKAL ACADEMY TALLEWAL TEH. BARNALA DISTT SANGRUR PUNJAB,148100","1679,227639",sbaljit79@ymail.com,PUNJAB 
SANT GIANI GURBACHAN SINGH JI,"KHALSA ACADEMY VPO MEHTA CHOWK DISTT AMRITSAR PUNJAB,143114","1853,256512",khalsaacademy.mehta@gmail.com,PUNJAB 
SANT ISHAR SINGH PUBLIC SCHOOL,"V&PO CHHAHAR TEH SUNAM SANGRUR DISTT PUNJAB,148001","1676,2822228",manjitbalian@gmail.com,PUNJAB 
SANT ISHAR SINGHJI MEMORIAL PUBLIC SCHOOL,"KARAMSAR RARA SAHEB LUDHIANA PUNJAB,141117","1628,273614",dk_thapliyal@live.com,PUNJAB 
SANT ISHER SINGH PUBLIC SCHOOL,"PHASE 7 SAS NAGAR MOHALI DT. ROPAR PUNJAB,160059","0172,4674574",inderjeet197@yahoo.co.in,PUNJAB 
SANT KARAM SINGH ACADEMY,"VILLAGE SHANPURA DISTT ROPAR PUNJAB,140001","1881,224645",sksacademyprincipal@gmail.com,PUNJAB 
SANT KIRPAL SINGH SEWA PANTHI PUBLIC SCHOOL,"NEELON DISTT LUDHIANA PUNJAB,141124","0161,266068",win_hk_ap@yahoo.co.in,PUNJAB 
SANT PRANPAL SINGH CONVENT SCHOOL,"BEGOWAL (BHOGPUR ROAD), DISTT KAPURTHALA, PUNJAB,144621","1822,248217",romila_sharma0007@rediffmail.com,PUNJAB 
SANT RAGHBIR SINGH AIMS PUBLIC SCHOOL,"KALA SANGHA ROAD BASTI SHEIKH JALANDHAR CITY PUNJAB,144002","0181,6505858",renubhatia2308@gmail.com,PUNJAB 
SANT SAR PUBLIC SCHOOL,"BUTALA DISTT AMRITSAR PUNJAB,143203","1853,241553",spsbutala@rediffmail.com,PUNJAB 
SANT SARWAN DASS MODEL SCHOOL,"HADIABAD PHAGWARA DISTT KAPURTHALA PUNJAB,144001","1824,275351",ssdms04@gmail.com,PUNJAB 
SANTOOR INTERNATIONAL PUBLIC SCHOOL,"V.P.O. Madhopur, Tehsil. Phagwara, Distt. Kapurthala,144401","1824,461100",pranathaper@yahoo.in,PUNJAB 
SAPT SRING PUBLIC SCHOOL,"VILLAGE  KUTHA KHERI, TEH. RAJPURA, DISTT PATIALA (PB) 140 401,140401","1762,260111",manjusibal16@gmail.com,PUNJAB 
Saransh International School,"PO Taragarh,Teh and Distt Pathankot 143534,143534","1875,255181",saranshchools@gmail.com,PUNJAB 
SARASWATI MODERN SCHOOL,"PRATAP SINGH WALA HAMBRAN ROAD LUDHIANA PUNJAB,141008","0161,6571981",monathakur1@hotmail.com,PUNJAB 
Saraswati Vidya Mandir Senior Secondary School,"Shahpur Road,148029","0,9501099297",svmcheema2008@gmail.com,PUNJAB 
sarup public school,"sarup nagar po nurpur pathankot road jalandhar punjab,144004","0181,2610315",saruppublicschool@gmail.com,PUNJAB 
Sarvhitkari keshav vidya niketan,"guru gobind singh avenueBye pass road,jalandhar,144009","0181,2421209",mkumarb19@gmail.com,PUNJAB 
Sarvhitkari Senior Secondary Vidya Mandir,"Gulab Garh Road, Dera Bassi, Tehsil Dera Bassi, Distt SAS Nagar (Mohali),140507","1762,280939",dinanathsharma2626@gmail.com,PUNJAB 
Sarvhitkari Vidya Mandir,"Dhuri Road, Distt Sangrur, Punjab,148023","1675,650560",pskhimta@gmail.com,PUNJAB 
sarvhitkari vidya mandir,"sarvhitkari vidya mandir,moola singh wala road,bhikhi,151504","1652,278030",gaganprashar07@gmail.com,PUNJAB 
SARVHITKARI VIDYA MANDIR (Mansoorpur) KHAMANO,"Sarvhitkari Vidya Mandir Mansoorpur, Khamano tehsil  Khamano District Fatehgarh Sahib Pb141127,141127","1628,268340",brar75jass@gmail.com,PUNJAB 
"SARVHITKARI VIDYA MANDIR (SENIOR SECONDARY),","VILLAGE DHURA (DHURI)SANGRUR,148024","1675,220686",kulbhushansharma350@gmail.com,PUNJAB 
SARVOTTAM ACADEMY,"BARNALA ROAD KHUDDIKALAN DISTT BARNALA PUNJAB,148101","1679,243568",rajinderkjethi33299@gmail.com,PUNJAB 
SATGURU PARTAP SINGH ACADEMY,"VPO SRI BHAINI SAHIB,141126","0161,2833003",principal@spsa.ac.in,PUNJAB 
SATLUJ PUBLIC SCHOOL,"HUSSAIN PUR ROPAR PUNJAB,140001","1881,220999",jatinder2319@gmail.com,PUNJAB 
Satluj Public School,"Thakarpura Patti,  TARANTARAN, PUNJAB,143414","01851,242570,8146455877",satlujschoolpatti@gmail.com,PUNJAB 
SATYA BHARTI ADARSH SEC. SCHOOL,"VILLAGE, JHANERI, PO. BATTARIGARH, TEH. BHAWANIGARH, DISTT. SANGRUR, PUNJAB,148206","1672,9779025805",neeru.arora@bhartifoundation.org,PUNJAB 
SATYA BHARTI ADARSH SEC. SCHOOL,"village. pattubhila, po babowal, teh & distt. Amritsar, punjab,143001","0183,8968576559",ravinder.vohra@bhartifoundation.org,PUNJAB 
SATYA BHARTI ADARSH SEC. SCHOOL,"VPO- SHERPUR KALAN, TEH. JAGRAON, DISTT. LUDHIANA, PUNJAB,142036","91,9915475173",vivek.tiwari@bhartifoundation.org,PUNJAB 
SATYA BHARTI ADARSH SEC. SCHOOL,"VPO. RANNI DEECOA ROAD, TEH PAYAL, BLOCK KHANNA, DISTT. LUDHIANA, PUNJAB,141415","1628,277800",principal@satyabhartiadarshschoolrauni.in,PUNJAB 
SBRS Gurukul,"11th km stone, NH 95, Village-Mehna,142001","1636,270513",gurukuloffice@gmail.com,PUNJAB 
"SBS Model High School,","Nangal Road,  Vill. Sadarpur,Garhshankar P.O. Hoshiarpur,144527","1884,267460",harpreetipsingh@gmail.com,PUNJAB 
SBS Public School Surjeetpura,"kotthe surjeetpura(barnala),148101",",9914374214",sbsschoolbnl@gmail.com,PUNJAB 
SCHOLAR FIELDS PUBLIC SCHOOL,"MAJRI AKALIAN PATIALA SARHIND ROAD PATIALA PUNJAB,147001","0175,2680481",sfpspatiala@gmail.com,PUNJAB 
